,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,carAge,price_per_kilometer
5661,Honda WR-V i-VTEC VX,2017,675000,25000,Petrol,Individual,Manual,Second Owner,17,1199,88,5,8,27.0
5662,Tata Zest Revotron 1.2 XT,2017,415000,15000,Petrol,Individual,Manual,First Owner,17,1193,88,5,8,27.666666666666668
5663,Hyundai Creta 1.4 CRDi S,2017,1100000,40000,Diesel,Individual,Manual,First Owner,21,1396,88,5,8,27.5
5664,Volkswagen Ameo 1.2 MPI Comfortline,2016,500000,35000,Petrol,Individual,Manual,First Owner,17,1198,73,5,9,14.285714285714286
5665,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,11,7.2857
5666,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,200000,152000,Diesel,Individual,Manual,Fourth & Above Owner,10,2609,120,9,18,1.3157894736842106
5667,Maruti 800 AC BSIII,2007,60000,100000,Petrol,Individual,Manual,Second Owner,16,796,37,4,18,0.6
5668,Hyundai Verna 1.6 CRDI,2013,500000,80000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,12,6.25
5669,Tata Indica V2 DLE BSII,2009,45000,100000,Diesel,Individual,Manual,Second Owner,17,1396,53,5,16,0.45
5670,Renault KWID RXT,2017,270000,50000,Petrol,Individual,Manual,First Owner,25,799,53,5,8,5.4
5671,Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Individual,Manual,First Owner,17,1197,81,5,8,13.75
5672,Renault KWID 1.0 RXT Optional,2016,235000,60000,Petrol,Individual,Manual,First Owner,23,999,67,5,9,3.9166666666666665
5673,Hyundai i20 1.2 Spotz,2018,600000,40000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,15.0
5674,Honda Jazz 1.5 VX i DTEC,2015,525000,60000,Diesel,Individual,Manual,First Owner,27,1498,98,5,10,8.75
5675,Maruti Swift VDI,2012,325000,90000,Diesel,Individual,Manual,First Owner,22,1248,74,5,13,3.611111111111111
5676,Maruti Swift Dzire ZDI,2014,420000,90000,Diesel,Individual,Manual,First Owner,23,1248,74,5,11,4.666666666666667
5677,Maruti Alto K10 LXI,2014,229999,60000,Petrol,Individual,Manual,Second Owner,20,998,67,5,11,3.8333166666666667
5678,Maruti Swift Dzire ZDI,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,23,1248,74,5,12,4.6875
5679,Mahindra Scorpio VLX 2WD BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,12,2179,120,8,13,6.25
5680,Tata Tiago 1.2 Revotron XZ,2018,400000,40000,Petrol,Individual,Manual,First Owner,23,1199,84,5,7,10.0
5681,Mahindra XUV500 W6 2WD,2013,600000,91000,Diesel,Individual,Manual,First Owner,15,2179,140,7,12,6.593406593406593
5682,Hyundai Santro Xing XK eRLX Euro II,2008,110000,80000,Petrol,Individual,Manual,Third Owner,17,1086,63,5,17,1.375
5683,Maruti 800 AC,2007,45000,73257,Petrol,Individual,Manual,First Owner,16,796,37,4,18,0.614275768868504
5684,Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,80000,Diesel,Individual,Manual,First Owner,0,2523,70,2,6,9.025
5685,Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Individual,Manual,First Owner,23,1199,83,5,5,33.333333333333336
5686,Hyundai Verna CRDi SX ABS,2007,250000,110000,Diesel,Individual,Manual,Second Owner,18,1493,110,5,18,2.272727272727273
5687,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,21,1498,108,5,7,23.75
5688,Nissan Sunny Diesel XV,2013,375000,212000,Diesel,Individual,Manual,First Owner,21,1461,84,5,12,1.7688679245283019
5689,Maruti Swift Dzire ZDI,2018,780000,30000,Diesel,Individual,Manual,First Owner,28,1248,74,5,7,26.0
5690,Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,20,1086,68,5,7,19.166666666666668
5691,Hyundai i20 1.2 Spotz,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18,1197,81,5,8,18.766666666666666
5692,Tata Tiago 1.2 Revotron XZ,2017,450000,15000,Petrol,Individual,Manual,First Owner,23,1199,84,5,8,30.0
5693,Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,13,2393,147,7,5,2300.0
5694,Maruti 800 AC,1999,80000,26320,Petrol,Individual,Manual,First Owner,16,796,37,4,26,3.0395136778115504
5695,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,15,2.3703703703703702
5696,Honda Civic 1.8 V MT,2008,375000,100000,Petrol,Individual,Manual,Third Owner,13,1799,130,5,17,3.75
5697,Maruti Eeco 5 Seater AC BSIV,2017,400000,120000,Petrol,Individual,Manual,First Owner,15,1196,73,5,8,3.3333333333333335
5698,Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Individual,Manual,First Owner,14,2498,112,7,14,2.608695652173913
5699,Renault KWID 1.0 RXT Optional,2016,315000,60000,Petrol,Individual,Manual,Second Owner,23,999,67,5,9,5.25
5700,BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,16,1995,181,5,13,13.75
5701,Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,15,1.8421052631578947
5702,Maruti Eeco 5 Seater AC BSIV,2016,375000,120000,Petrol,Individual,Manual,First Owner,15,1196,73,5,9,3.125
5703,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,12,4.838709677419355
5704,Ford Ikon 1.8 D,2005,130000,90000,Diesel,Individual,Manual,Third Owner,19,1430,87,5,20,1.4444444444444444
5705,Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,23,998,67,5,10,12.068965517241379
5706,Hyundai Santro Xing GL CNG,2011,170000,120000,CNG,Individual,Manual,Fourth & Above Owner,19,1430,87,5,14,1.4166666666666667
5707,Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Individual,Manual,Third Owner,18,1061,67,5,15,1.0
5708,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,16,2179,140,7,10,9.1111
5709,Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23,998,67,5,7,15.066633333333334
5710,Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Individual,Manual,Third Owner,18,1197,82,5,9,8.928571428571429
5711,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Individual,Manual,First Owner,12,2494,100,8,10,13.88888888888889
5712,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,18,1493,100,7,10,4.166666666666667
5713,Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Individual,Manual,First Owner,25,1248,74,5,10,8.166666666666666
5714,Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,17,1.3605442176870748
5715,Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Individual,Manual,First Owner,18,998,67,5,13,6.857142857142857
5716,Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,33.58974358974359
5717,Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Individual,Manual,First Owner,17,1197,81,5,7,16.134908655597773
5718,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Individual,Manual,Second Owner,20,1197,83,5,10,12.857142857142858
5719,Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Individual,Manual,Second Owner,20,998,67,5,11,8.857142857142858
5720,Maruti Alto LXi,2007,150000,50000,Petrol,Individual,Manual,Third Owner,19,796,46,5,18,3.0
5721,Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Individual,Manual,First Owner,25,936,57,5,13,1.5
5722,Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Individual,Manual,First Owner,19,1405,70,5,14,1.25
5723,Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,14,1.4285714285714286
5724,Mahindra Scorpio EX,2013,600000,70000,Diesel,Individual,Manual,Third Owner,14,2523,75,8,12,8.571428571428571
5725,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Individual,Manual,First Owner,20,1598,103,5,13,2.6206896551724137
5726,Tata Indigo LX,2007,120000,135000,Diesel,Individual,Manual,First Owner,17,1405,70,5,18,0.8888888888888888
5727,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,Diesel,Individual,Manual,Second Owner,12,2494,100,7,14,0.7
5728,Tata Indigo TDI,2012,135000,146000,Diesel,Individual,Manual,First Owner,19,1405,70,5,13,0.9246575342465754
5729,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,61.0
5730,Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Individual,Manual,First Owner,20,1498,88,5,5,5.2
5731,Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Individual,Manual,First Owner,20,1197,81,5,8,20.0
5732,Renault KWID 1.0,2016,220000,20000,Petrol,Individual,Manual,First Owner,23,999,67,5,9,11.0
5733,Honda Civic 1.8 S MT,2006,121000,70000,Petrol,Individual,Manual,Second Owner,13,1799,130,5,19,1.7285714285714286
5734,Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Individual,Manual,First Owner,25,1396,69,5,8,7.0
5735,Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,15,1968,181,5,7,88.0
5736,Hyundai i20 1.4 CRDi Asta,2011,280000,100000,Diesel,Individual,Manual,Second Owner,23,1396,90,5,14,2.8
5737,Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Individual,Manual,First Owner,17,1198,108,5,5,45.99995
5738,Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Individual,Manual,First Owner,23,1396,90,5,14,2.064516129032258
5739,Ford Figo Diesel LXI,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,20,1399,68,5,13,2.0
5740,Maruti SX4 VDI,2012,310000,25000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,13,12.4
5741,Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Individual,Manual,Second Owner,16,796,37,4,19,0.5416666666666666
5742,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Individual,Manual,First Owner,18,1248,73,7,12,3.3333333333333335
5743,Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,14,5.2272727272727275
5744,Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Individual,Manual,Second Owner,13,2179,138,5,11,4.0
5745,Maruti Swift VDI,2012,380000,100000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,13,3.8
5746,Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,15,1368,90,5,15,1.1996572407883461
5747,Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Individual,Manual,First Owner,22,1248,74,5,10,19.0
5748,Mahindra Xylo D2,2011,200000,200000,Diesel,Individual,Manual,Third Owner,13,2489,95,8,14,1.0
5749,Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Individual,Manual,First Owner,17,1248,75,5,15,2.271926934829776
5750,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Individual,Manual,Third Owner,12,2494,102,8,17,1.7
5751,Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Individual,Manual,Second Owner,19,1430,87,5,22,0.9714285714285714
5752,Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Individual,Manual,First Owner,25,1498,98,5,10,6.2195
5753,Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Individual,Manual,First Owner,19,1086,68,5,15,3.4375
5754,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Individual,Manual,Second Owner,18,1248,73,7,8,16.25
5755,Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,17,1956,170,5,6,132.14285714285714
5756,Renault Duster 4x4,2014,650000,129000,Diesel,Individual,Manual,First Owner,19,1461,108,5,11,5.038759689922481
5757,Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Individual,Manual,Second Owner,20,1248,91,5,9,6.0
5758,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,21,1498,108,5,7,7.926829268292683
5759,Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,12,2179,187,5,12,25.806451612903224
5760,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Individual,Manual,Second Owner,18,1248,73,7,8,13.5
5761,Maruti 800 AC,2006,50000,40000,Petrol,Individual,Manual,Third Owner,16,796,37,4,19,1.25
5762,Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Individual,Manual,First Owner,20,1197,81,5,8,11.265822784810126
5763,Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7,18.75
5764,Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,13,7.589285714285714
5765,Peugeot 309 GLD,1997,57000,110000,Diesel,Individual,Manual,Third Owner,19,1430,87,5,28,0.5181818181818182
5766,Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Individual,Manual,First Owner,22,1396,88,5,8,15.74074074074074
5767,Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Individual,Manual,Second Owner,20,998,67,5,9,20.0
5768,Tata Indica V2 eLX,2014,200000,55896,Diesel,Individual,Manual,Second Owner,25,1396,69,5,11,3.5780735651925
5769,Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Individual,Manual,First Owner,25,1498,98,5,9,15.714285714285714
5770,Honda Brio V MT,2012,250000,97000,Petrol,Individual,Manual,Second Owner,19,1198,86,5,13,2.577319587628866
5771,Maruti Alto 800 LXI,2014,206000,120000,Petrol,Individual,Manual,Second Owner,22,796,47,5,11,1.7166666666666666
5772,Hyundai EON Magna Plus,2014,290000,50000,Petrol,Individual,Manual,First Owner,21,814,55,5,11,5.8
5773,Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,26,624,35,4,15,1.480263157894737
5774,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,21,1461,84,5,13,2.0
5775,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,14,2143,170,5,17,4.291666666666667
5776,Maruti Alto LX,2010,170000,100000,Petrol,Individual,Manual,First Owner,19,796,46,5,15,1.7
5777,Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Individual,Manual,Second Owner,17,1248,75,5,15,2.1666666666666665
5778,Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Individual,Manual,Second Owner,20,1598,103,5,13,2.423076923076923
5779,Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Individual,Manual,Second Owner,20,998,67,5,14,2.960526315789474
5780,Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Individual,Manual,Third Owner,19,1968,138,5,13,3.8181818181818183
5781,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Individual,Manual,First Owner,12,2179,120,8,14,5.46875
5782,Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28,1248,74,5,7,7.444444444444445
5783,Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Individual,Manual,First Owner,20,1399,68,5,12,10.0
5784,Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,16,2.5555444444444446
5785,Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,16,1.4024329268292683
5786,Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Individual,Manual,Second Owner,18,1198,86,5,12,2.5
5787,Maruti A-Star Vxi,2010,165000,66000,Petrol,Individual,Manual,Second Owner,19,998,66,5,15,2.5
5788,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Individual,Manual,First Owner,13,2179,138,7,15,1.18
5789,Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,14,2.2929936305732483
5790,Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,14,2.4203821656050954
5791,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Individual,Manual,First Owner,23,999,67,5,8,8.571428571428571
5792,Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Individual,Manual,Second Owner,12,2609,116,9,17,3.2
5793,Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Individual,Manual,Second Owner,19,1198,67,7,9,4.642857142857143
5794,Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,15,5.333333333333333
5795,Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,16,1493,70,7,7,15.75
5796,Maruti Alto 800 VXI,2014,229999,30000,Petrol,Individual,Manual,Second Owner,22,796,47,5,11,7.666633333333333
5797,Maruti Swift ZDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22,1248,74,5,11,6.285714285714286
5798,Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Individual,Manual,Second Owner,18,995,62,5,18,1.5
5799,Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Individual,Manual,First Owner,28,1248,88,5,8,12.5
5800,Honda City V MT,2012,330000,80000,Petrol,Individual,Manual,Second Owner,16,1497,116,5,13,4.125
5801,Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Individual,Manual,Second Owner,28,1248,88,5,9,10.214285714285714
5802,Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Individual,Manual,Second Owner,20,1199,75,5,12,1.6666666666666667
5803,Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Individual,Manual,Second Owner,18,1061,64,5,18,0.8
5804,Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Individual,Manual,Third Owner,14,1597,92,5,21,4.0
5805,Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,21,1498,108,5,8,24.285714285714285
5806,Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Individual,Manual,First Owner,25,1186,73,5,7,9.375
5807,Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Individual,Manual,First Owner,22,1199,73,5,13,1.2
5808,Hyundai Santro GLS I - Euro I,2000,30000,90000,Petrol,Individual,Manual,Third Owner,19,1430,87,5,25,0.3333333333333333
5809,Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Individual,Manual,First Owner,26,1248,74,5,10,4.444444444444445
5810,Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Individual,Manual,Second Owner,18,1248,73,7,9,2.5454545454545454
5811,Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,13,3.184931506849315
5812,Maruti Alto 800 LXI,2018,350000,44000,Petrol,Individual,Manual,First Owner,24,796,47,5,7,7.954545454545454
5813,Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Individual,Manual,First Owner,20,1197,78,5,12,4.642857142857143
5814,Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Individual,Manual,First Owner,16,1405,62,5,21,0.18450184501845018
5815,Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Individual,Manual,Third Owner,19,796,46,5,19,0.9166666666666666
5816,Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10,8.583333333333334
5817,Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Individual,Manual,First Owner,20,1373,91,5,7,18.75
5818,Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,21,814,55,5,7,14.0
5819,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6,32.59993333333333
5820,Maruti Alto 800 LXI,2017,300000,27000,Petrol,Individual,Manual,First Owner,24,796,47,5,8,11.11111111111111
5821,Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Individual,Manual,Second Owner,27,1248,74,5,8,18.571428571428573
5822,Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,19,998,66,5,11,6.25
5823,Maruti Alto 800 LXI,2014,200000,40000,Petrol,Individual,Manual,Third Owner,22,796,47,5,11,5.0
5824,Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Individual,Manual,First Owner,15,2179,120,7,10,12.622571815790174
5825,Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Individual,Manual,First Owner,23,1396,69,5,13,1.6666666666666667
5826,Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Individual,Manual,First Owner,20,998,68,5,9,4.6
5827,Hyundai EON Magna Plus,2014,250000,40000,Petrol,Individual,Manual,First Owner,21,814,55,5,11,6.25
5828,Maruti Alto LX,2008,95000,80000,Petrol,Individual,Manual,Second Owner,19,796,46,5,17,1.1875
5829,Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23,1396,70,5,14,2.857142857142857
5830,Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Individual,Manual,Second Owner,22,1582,126,5,13,4.5
5831,Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Individual,Manual,First Owner,15,2179,140,7,12,50.0
5832,Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,19,1396,69,5,15,1.1428571428571428
5833,Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,15,2.857142857142857
5834,Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Individual,Manual,Second Owner,15,2523,62,7,14,4.027736956119439
5835,Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Individual,Manual,First Owner,15,1193,65,5,17,2.5
5836,Renault KWID RXT,2016,290000,10000,Petrol,Individual,Manual,First Owner,25,799,53,5,9,29.0
5837,Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Individual,Manual,First Owner,24,1248,88,7,7,25.714285714285715
5838,Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,12,2.7083333333333335
5839,Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Individual,Manual,First Owner,18,1197,82,5,9,14.166666666666666
5840,Renault KWID RXT,2016,315000,60000,Petrol,Individual,Manual,First Owner,25,799,53,5,9,5.25
5841,Maruti Alto K10 VXI,2014,300000,70000,Petrol,Individual,Manual,First Owner,23,998,67,5,11,4.285714285714286
5842,Hyundai i10 Sportz,2013,325000,70000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,12,4.642857142857143
5843,Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Individual,Manual,First Owner,21,1396,88,5,9,6.923076923076923
5844,Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Individual,Manual,First Owner,21,1396,88,5,9,7.142857142857143
5845,Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Individual,Manual,Third Owner,20,1598,103,5,15,2.6666666666666665
5846,Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Individual,Manual,First Owner,19,999,75,5,6,25.0
5847,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,15,1196,70,5,13,11.6
5848,Tata Nano Lx BSIV,2012,60000,90000,Petrol,Individual,Manual,First Owner,25,624,37,4,13,0.6666666666666666
5849,Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,19,998,66,5,16,0.8571428571428571
5850,Honda City i-DTEC VX,2017,850000,103000,Diesel,Dealer,Manual,First Owner,25,1498,97,5,8,8.25242718446602
5851,Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,13,2393,147,7,8,76.08695652173913
5852,Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26,1498,98,5,10,4.6875
5853,Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Individual,Manual,First Owner,20,1498,88,5,10,18.78787878787879
5854,Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16,2.142857142857143
5855,Hyundai Santro Xing GL,2011,150000,40000,Petrol,Individual,Manual,Fourth & Above Owner,0,1086,62,5,14,3.75
5856,Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,12,1396,99,5,17,3.375
5857,Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Individual,Manual,First Owner,17,1405,71,5,14,2.5
5858,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,26,1248,88,5,10,10.428571428571429
5859,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Individual,Manual,First Owner,12,2494,100,8,12,8.0
5860,Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,14,2498,112,8,16,3.3333333333333335
5861,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,13,1.6964285714285714
5862,Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Individual,Manual,First Owner,15,1799,132,5,14,7.0
5863,Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Individual,Manual,Second Owner,24,1120,71,5,10,8.225790322580645
5864,Maruti Ertiga LDI,2012,400000,90000,Diesel,Individual,Manual,First Owner,20,1248,88,7,13,4.444444444444445
5865,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Individual,Manual,First Owner,12,2494,100,7,12,10.0
5866,Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Individual,Manual,Second Owner,19,1582,126,5,9,19.557537012113055
5867,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24,1248,88,5,9,18.0
5868,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,15,1196,70,5,14,15.0
5869,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Individual,Manual,First Owner,23,1498,98,5,6,47.5
5870,Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Individual,Manual,First Owner,17,1197,81,5,7,10.192307692307692
5871,Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Individual,Manual,First Owner,18,1197,81,5,9,6.714285714285714
